gene_id,protein_id
ENSG00000284474,ENSP00000284474
ENSG00000284479,ENSP00000284479
ENSG00000284481,ENSP00000284481
ENSG00000284482,ENSP00000284482
ENSG00000284484,ENSP00000284484
ENSG00000284485,ENSP00000284485
ENSG00000284488,ENSP00000284488
ENSG00000284489,ENSP00000284489
ENSG00000284490,ENSP00000284490
ENSG00000284491,ENSP00000284491
ENSG00000284498,ENSP00000284498
ENSG00000284499,ENSP00000284499
ENSG00000284500,ENSP00000284500
ENSG00000284503,ENSP00000284503
ENSG00000284505,ENSP00000284505
ENSG00000284508,ENSP00000284508
ENSG00000284512,ENSP00000284512
ENSG00000284513,ENSP00000284513
ENSG00000284516,ENSP00000284516
ENSG00000284517,ENSP00000284517
ENSG00000284518,ENSP00000284518
ENSG00000284519,ENSP00000284519
ENSG00000284520,ENSP00000284520
ENSG00000284522,ENSP00000284522
ENSG00000284523,ENSP00000284523
ENSG00000284525,ENSP00000284525
ENSG00000284526,ENSP00000284526
ENSG00000284532,ENSP00000284532
ENSG00000284534,ENSP00000284534
ENSG00000284535,ENSP00000284535
ENSG00000284536,ENSP00000284536
ENSG00000284538,ENSP00000284538
ENSG00000284540,ENSP00000284540
ENSG00000284541,ENSP00000284541
ENSG00000284542,ENSP00000284542
ENSG00000284543,ENSP00000284543
ENSG00000284544,ENSP00000284544
ENSG00000284546,ENSP00000284546
ENSG00000284547,ENSP00000284547
ENSG00000284550,ENSP00000284550
ENSG00000284553,ENSP00000284553
ENSG00000284554,ENSP00000284554
ENSG00000284557,ENSP00000284557
ENSG00000284558,ENSP00000284558
ENSG00000284564,ENSP00000284564
ENSG00000284565,ENSP00000284565
ENSG00000284567,ENSP00000284567
ENSG00000284568,ENSP00000284568
ENSG00000284570,ENSP00000284570
ENSG00000284572,ENSP00000284572
ENSG00000284574,ENSP00000284574
ENSG00000284575,ENSP00000284575
ENSG00000284583,ENSP00000284583
ENSG00000284584,ENSP00000284584
ENSG00000284585,ENSP00000284585
ENSG00000284586,ENSP00000284586
ENSG00000284587,ENSP00000284587
ENSG00000284591,ENSP00000284591
ENSG00000284592,ENSP00000284592
ENSG00000284594,ENSP00000284594
ENSG00000284595,ENSP00000284595
ENSG00000284596,ENSP00000284596
ENSG00000284600,ENSP00000284600
ENSG00000284601,ENSP00000284601
ENSG00000284602,ENSP00000284602
ENSG00000284603,ENSP00000284603
ENSG00000284604,ENSP00000284604
ENSG00000284605,ENSP00000284605
ENSG00000284606,ENSP00000284606
ENSG00000284607,ENSP00000284607
ENSG00000284608,ENSP00000284608
ENSG00000284609,ENSP00000284609
ENSG00000284610,ENSP00000284610
ENSG00000284611,ENSP00000284611
ENSG00000284612,ENSP00000284612
ENSG00000284613,ENSP00000284613
ENSG00000284614,ENSP00000284614
ENSG00000284615,ENSP00000284615
ENSG00000284616,ENSP00000284616
ENSG00000284617,ENSP00000284617
ENSG00000284618,ENSP00000284618
ENSG00000284619,ENSP00000284619
ENSG00000284620,ENSP00000284620
ENSG00000284621,ENSP00000284621
ENSG00000284622,ENSP00000284622
ENSG00000284623,ENSP00000284623
ENSG00000284624,ENSP00000284624
ENSG00000284625,ENSP00000284625
ENSG00000284626,ENSP00000284626
ENSG00000284627,ENSP00000284627
ENSG00000284628,ENSP00000284628
ENSG00000284629,ENSP00000284629
ENSG00000284630,ENSP00000284630
ENSG00000284631,ENSP00000284631
ENSG00000284632,ENSP00000284632
ENSG00000284633,ENSP00000284633
ENSG00000284634,ENSP00000284634
ENSG00000284635,ENSP00000284635
ENSG00000284636,ENSP00000284636
ENSG00000284637,ENSP00000284637
ENSG00000284638,ENSP00000284638
ENSG00000284639,ENSP00000284639
ENSG00000284640,ENSP00000284640
ENSG00000284641,ENSP00000284641
ENSG00000284642,ENSP00000284642
ENSG00000284643,ENSP00000284643
ENSG00000284644,ENSP00000284644
ENSG00000284645,ENSP00000284645
ENSG00000284646,ENSP00000284646
ENSG00000284648,ENSP00000284648
ENSG00000284649,ENSP00000284649
ENSG00000284650,ENSP00000284650
ENSG00000284651,ENSP00000284651
ENSG00000284652,ENSP00000284652
ENSG00000284653,ENSP00000284653
ENSG00000284654,ENSP00000284654
ENSG00000284655,ENSP00000284655
ENSG00000284656,ENSP00000284656
ENSG00000284657,ENSP00000284657
ENSG00000284658,ENSP00000284658
ENSG00000284659,ENSP00000284659
ENSG00000284660,ENSP00000284660
ENSG00000284661,ENSP00000284661
ENSG00000284662,ENSP00000284662
ENSG00000284663,ENSP00000284663
ENSG00000284664,ENSP00000284664
ENSG00000284665,ENSP00000284665
ENSG00000284666,ENSP00000284666
ENSG00000284667,ENSP00000284667
ENSG00000284668,ENSP00000284668
ENSG00000284669,ENSP00000284669
ENSG00000284670,ENSP00000284670
ENSG00000284671,ENSP00000284671
ENSG00000284672,ENSP00000284672
ENSG00000284673,ENSP00000284673
ENSG00000284674,ENSP00000284674
ENSG00000284675,ENSP00000284675
ENSG00000284676,ENSP00000284676
ENSG00000284677,ENSP00000284677
ENSG00000284678,ENSP00000284678
ENSG00000284679,ENSP00000284679
ENSG00000284680,ENSP00000284680
ENSG00000284682,ENSP00000284682
ENSG00000284684,ENSP00000284684
ENSG00000284685,ENSP00000284685
ENSG00000284686,ENSP00000284686
ENSG00000284687,ENSP00000284687
ENSG00000284688,ENSP00000284688
ENSG00000284689,ENSP00000284689
ENSG00000284690,ENSP00000284690
ENSG00000284691,ENSP00000284691
ENSG00000284692,ENSP00000284692
ENSG00000284693,ENSP00000284693
ENSG00000284694,ENSP00000284694
ENSG00000284695,ENSP00000284695
ENSG00000284696,ENSP00000284696
ENSG00000284697,ENSP00000284697
ENSG00000284698,ENSP00000284698
ENSG00000284699,ENSP00000284699
ENSG00000284700,ENSP00000284700
ENSG00000284701,ENSP00000284701
ENSG00000284702,ENSP00000284702
ENSG00000284703,ENSP00000284703
ENSG00000284704,ENSP00000284704
ENSG00000284705,ENSP00000284705
ENSG00000284706,ENSP00000284706
ENSG00000284707,ENSP00000284707
ENSG00000284708,ENSP00000284708
ENSG00000284709,ENSP00000284709
ENSG00000284710,ENSP00000284710
ENSG00000284711,ENSP00000284711
ENSG00000284713,ENSP00000284713
ENSG00000284715,ENSP00000284715
ENSG00000284716,ENSP00000284716
ENSG00000284717,ENSP00000284717
ENSG00000284718,ENSP00000284718
ENSG00000284719,ENSP00000284719
ENSG00000284720,ENSP00000284720
ENSG00000284721,ENSP00000284721
ENSG00000284722,ENSP00000284722
ENSG00000284723,ENSP00000284723
ENSG00000284724,ENSP00000284724
ENSG00000284725,ENSP00000284725
ENSG00000284726,ENSP00000284726
ENSG00000284727,ENSP00000284727
ENSG00000284728,ENSP00000284728
ENSG00000284730,ENSP00000284730
ENSG00000284731,ENSP00000284731
ENSG00000284732,ENSP00000284732
ENSG00000284733,ENSP00000284733
ENSG00000284734,ENSP00000284734
ENSG00000284735,ENSP00000284735
ENSG00000284736,ENSP00000284736
ENSG00000284738,ENSP00000284738
ENSG00000284739,ENSP00000284739
ENSG00000284740,ENSP00000284740
ENSG00000284741,ENSP00000284741
ENSG00000284742,ENSP00000284742
ENSG00000284743,ENSP00000284743
ENSG00000284744,ENSP00000284744
ENSG00000284745,ENSP00000284745
ENSG00000284746,ENSP00000284746
ENSG00000284747,ENSP00000284747
ENSG00000284748,ENSP00000284748
ENSG00000284753,ENSP00000284753
ENSG00000284762,ENSP00000284762
ENSG00000284763,ENSP00000284763
ENSG00000284770,ENSP00000284770
ENSG00000284772,ENSP00000284772
ENSG00000284773,ENSP00000284773
ENSG00000284776,ENSP00000284776
ENSG00000284779,ENSP00000284779
ENSG00000284783,ENSP00000284783
ENSG00000284788,ENSP00000284788
ENSG00000284791,ENSP00000284791
ENSG00000284797,ENSP00000284797
ENSG00000284800,ENSP00000284800
ENSG00000284803,ENSP00000284803
ENSG00000284808,ENSP00000284808
ENSG00000284809,ENSP00000284809
ENSG00000284820,ENSP00000284820
ENSG00000284823,ENSP00000284823
ENSG00000284825,ENSP00000284825
ENSG00000284829,ENSP00000284829
ENSG00000284830,ENSP00000284830
ENSG00000284834,ENSP00000284834
ENSG00000284837,ENSP00000284837
ENSG00000284839,ENSP00000284839
ENSG00000284840,ENSP00000284840
ENSG00000284842,ENSP00000284842
ENSG00000284844,ENSP00000284844
ENSG00000284846,ENSP00000284846
ENSG00000284847,ENSP00000284847
ENSG00000284848,ENSP00000284848
ENSG00000284858,ENSP00000284858
ENSG00000284862,ENSP00000284862
ENSG00000284867,ENSP00000284867
ENSG00000284873,ENSP00000284873
ENSG00000284874,ENSP00000284874
ENSG00000284876,ENSP00000284876
ENSG00000284879,ENSP00000284879
ENSG00000284882,ENSP00000284882
ENSG00000284883,ENSP00000284883
ENSG00000284892,ENSP00000284892
ENSG00000284895,ENSP00000284895
ENSG00000284902,ENSP00000284902
ENSG00000284906,ENSP00000284906
ENSG00000284914,ENSP00000284914
ENSG00000284917,ENSP00000284917
ENSG00000284922,ENSP00000284922
ENSG00000284928,ENSP00000284928
ENSG00000284930,ENSP00000284930
ENSG00000284931,ENSP00000284931
ENSG00000284932,ENSP00000284932
ENSG00000284934,ENSP00000284934
ENSG00000284946,ENSP00000284946
ENSG00000284948,ENSP00000284948
ENSG00000284951,ENSP00000284951
ENSG00000284952,ENSP00000284952
ENSG00000284954,ENSP00000284954
ENSG00000284956,ENSP00000284956
ENSG00000284957,ENSP00000284957
ENSG00000284959,ENSP00000284959
ENSG00000284962,ENSP00000284962
ENSG00000284964,ENSP00000284964
ENSG00000284966,ENSP00000284966
ENSG00000284968,ENSP00000284968
ENSG00000284969,ENSP00000284969
ENSG00000284976,ENSP00000284976
ENSG00000284977,ENSP00000284977
ENSG00000284981,ENSP00000284981
ENSG00000284985,ENSP00000284985
ENSG00000284986,ENSP00000284986
ENSG00000284987,ENSP00000284987
ENSG00000284988,ENSP00000284988
ENSG00000284989,ENSP00000284989
ENSG00000284994,ENSP00000284994
ENSG00000284999,ENSP00000284999
ENSG00000285000,ENSP00000285000
ENSG00000285006,ENSP00000285006
ENSG00000285010,ENSP00000285010
ENSG00000285012,ENSP00000285012
ENSG00000285016,ENSP00000285016
ENSG00000285018,ENSP00000285018
ENSG00000285020,ENSP00000285020
ENSG00000285025,ENSP00000285025
ENSG00000285030,ENSP00000285030
ENSG00000285035,ENSP00000285035
ENSG00000285040,ENSP00000285040
ENSG00000285041,ENSP00000285041
ENSG00000285042,ENSP00000285042
ENSG00000285043,ENSP00000285043
ENSG00000285045,ENSP00000285045
ENSG00000285051,ENSP00000285051
ENSG00000285053,ENSP00000285053
ENSG00000285057,ENSP00000285057
ENSG00000285062,ENSP00000285062
ENSG00000285064,ENSP00000285064
ENSG00000285068,ENSP00000285068
ENSG00000285076,ENSP00000285076
ENSG00000285077,ENSP00000285077
ENSG00000285079,ENSP00000285079
ENSG00000285080,ENSP00000285080
ENSG00000285081,ENSP00000285081
ENSG00000285082,ENSP00000285082
ENSG00000285085,ENSP00000285085
ENSG00000285090,ENSP00000285090
ENSG00000285091,ENSP00000285091
ENSG00000285094,ENSP00000285094
ENSG00000285095,ENSP00000285095
ENSG00000285100,ENSP00000285100
ENSG00000285102,ENSP00000285102
ENSG00000285103,ENSP00000285103
ENSG00000285106,ENSP00000285106
ENSG00000285108,ENSP00000285108
ENSG00000285115,ENSP00000285115
ENSG00000285116,ENSP00000285116
ENSG00000285117,ENSP00000285117
ENSG00000285122,ENSP00000285122
ENSG00000285128,ENSP00000285128
ENSG00000285130,ENSP00000285130
ENSG00000285133,ENSP00000285133
ENSG00000285135,ENSP00000285135
ENSG00000285142,ENSP00000285142
ENSG00000285144,ENSP00000285144
ENSG00000285151,ENSP00000285151
ENSG00000285155,ENSP00000285155
ENSG00000285159,ENSP00000285159
ENSG00000285160,ENSP00000285160
ENSG00000285162,ENSP00000285162
ENSG00000285163,ENSP00000285163
ENSG00000285165,ENSP00000285165
ENSG00000285169,ENSP00000285169
ENSG00000285171,ENSP00000285171
ENSG00000285177,ENSP00000285177
ENSG00000285179,ENSP00000285179
ENSG00000285184,ENSP00000285184
ENSG00000285188,ENSP00000285188
ENSG00000285190,ENSP00000285190
ENSG00000285191,ENSP00000285191
ENSG00000285201,ENSP00000285201
ENSG00000285204,ENSP00000285204
ENSG00000285205,ENSP00000285205
ENSG00000285210,ENSP00000285210
ENSG00000285212,ENSP00000285212
ENSG00000285215,ENSP00000285215
ENSG00000285216,ENSP00000285216
ENSG00000285218,ENSP00000285218
ENSG00000285219,ENSP00000285219
ENSG00000285220,ENSP00000285220
ENSG00000285228,ENSP00000285228
ENSG00000285230,ENSP00000285230
ENSG00000285231,ENSP00000285231
ENSG00000285237,ENSP00000285237
ENSG00000285238,ENSP00000285238
ENSG00000285239,ENSP00000285239
ENSG00000285244,ENSP00000285244
ENSG00000285245,ENSP00000285245
ENSG00000285253,ENSP00000285253
ENSG00000285254,ENSP00000285254
ENSG00000285257,ENSP00000285257
ENSG00000285268,ENSP00000285268
ENSG00000285269,ENSP00000285269
ENSG00000285278,ENSP00000285278
ENSG00000285280,ENSP00000285280
ENSG00000285283,ENSP00000285283
ENSG00000285287,ENSP00000285287
ENSG00000285292,ENSP00000285292
ENSG00000285294,ENSP00000285294
ENSG00000285300,ENSP00000285300
ENSG00000285303,ENSP00000285303
ENSG00000285304,ENSP00000285304
ENSG00000285314,ENSP00000285314
ENSG00000285323,ENSP00000285323
ENSG00000285325,ENSP00000285325
ENSG00000285329,ENSP00000285329
ENSG00000285330,ENSP00000285330
ENSG00000285331,ENSP00000285331
ENSG00000285336,ENSP00000285336
ENSG00000285338,ENSP00000285338
ENSG00000285347,ENSP00000285347
ENSG00000285354,ENSP00000285354
ENSG00000285361,ENSP00000285361
ENSG00000285366,ENSP00000285366
ENSG00000285367,ENSP00000285367
ENSG00000285370,ENSP00000285370
ENSG00000285373,ENSP00000285373
ENSG00000285374,ENSP00000285374
ENSG00000285382,ENSP00000285382
ENSG00000285388,ENSP00000285388
ENSG00000285398,ENSP00000285398
ENSG00000285401,ENSP00000285401
ENSG00000285402,ENSP00000285402
ENSG00000285404,ENSP00000285404
ENSG00000285405,ENSP00000285405
ENSG00000285407,ENSP00000285407
ENSG00000285409,ENSP00000285409
ENSG00000285410,ENSP00000285410
ENSG00000285412,ENSP00000285412
ENSG00000285413,ENSP00000285413
ENSG00000285416,ENSP00000285416
ENSG00000285417,ENSP00000285417
ENSG00000285420,ENSP00000285420
ENSG00000285424,ENSP00000285424
ENSG00000285427,ENSP00000285427
ENSG00000285437,ENSP00000285437
ENSG00000285444,ENSP00000285444
ENSG00000285445,ENSP00000285445
ENSG00000285446,ENSP00000285446
ENSG00000285448,ENSP00000285448
ENSG00000285454,ENSP00000285454
ENSG00000285458,ENSP00000285458
ENSG00000285462,ENSP00000285462
ENSG00000285467,ENSP00000285467
ENSG00000285470,ENSP00000285470
ENSG00000285471,ENSP00000285471
ENSG00000285472,ENSP00000285472
ENSG00000285473,ENSP00000285473
ENSG00000285476,ENSP00000285476
ENSG00000285480,ENSP00000285480
ENSG00000285483,ENSP00000285483
ENSG00000285486,ENSP00000285486
ENSG00000285491,ENSP00000285491
ENSG00000285492,ENSP00000285492
ENSG00000285498,ENSP00000285498
ENSG00000285505,ENSP00000285505
ENSG00000285508,ENSP00000285508
ENSG00000285509,ENSP00000285509
ENSG00000285513,ENSP00000285513
ENSG00000285517,ENSP00000285517
ENSG00000285518,ENSP00000285518
ENSG00000285519,ENSP00000285519
ENSG00000285520,ENSP00000285520
ENSG00000285521,ENSP00000285521
ENSG00000285522,ENSP00000285522
ENSG00000285523,ENSP00000285523
ENSG00000285524,ENSP00000285524
ENSG00000285525,ENSP00000285525
ENSG00000285526,ENSP00000285526
ENSG00000285527,ENSP00000285527
ENSG00000285528,ENSP00000285528
ENSG00000285529,ENSP00000285529
ENSG00000285530,ENSP00000285530
ENSG00000285531,ENSP00000285531
ENSG00000285532,ENSP00000285532
ENSG00000285533,ENSP00000285533
ENSG00000285534,ENSP00000285534
ENSG00000285535,ENSP00000285535
ENSG00000285536,ENSP00000285536
ENSG00000285537,ENSP00000285537
ENSG00000285538,ENSP00000285538
ENSG00000285539,ENSP00000285539
ENSG00000285540,ENSP00000285540
ENSG00000285541,ENSP00000285541
ENSG00000285542,ENSP00000285542
ENSG00000285543,ENSP00000285543
ENSG00000285544,ENSP00000285544
ENSG00000285545,ENSP00000285545
ENSG00000285547,ENSP00000285547
ENSG00000285548,ENSP00000285548
ENSG00000285549,ENSP00000285549
ENSG00000285550,ENSP00000285550
ENSG00000285551,ENSP00000285551
ENSG00000285552,ENSP00000285552
ENSG00000285553,ENSP00000285553
ENSG00000285554,ENSP00000285554
ENSG00000285555,ENSP00000285555
ENSG00000285556,ENSP00000285556
ENSG00000285557,ENSP00000285557
ENSG00000285558,ENSP00000285558
ENSG00000285559,ENSP00000285559
ENSG00000285560,ENSP00000285560
ENSG00000285561,ENSP00000285561
ENSG00000285562,ENSP00000285562
ENSG00000285563,ENSP00000285563
ENSG00000285564,ENSP00000285564
ENSG00000285565,ENSP00000285565
ENSG00000285566,ENSP00000285566
ENSG00000285567,ENSP00000285567
ENSG00000285568,ENSP00000285568
ENSG00000285569,ENSP00000285569
ENSG00000285570,ENSP00000285570
ENSG00000285571,ENSP00000285571
ENSG00000285572,ENSP00000285572
ENSG00000285573,ENSP00000285573
ENSG00000285575,ENSP00000285575
ENSG00000285576,ENSP00000285576
ENSG00000285577,ENSP00000285577
ENSG00000285578,ENSP00000285578
ENSG00000285579,ENSP00000285579
ENSG00000285580,ENSP00000285580
ENSG00000285581,ENSP00000285581
ENSG00000285582,ENSP00000285582
ENSG00000285583,ENSP00000285583
ENSG00000285584,ENSP00000285584
ENSG00000285585,ENSP00000285585
ENSG00000285586,ENSP00000285586
ENSG00000285587,ENSP00000285587
ENSG00000285588,ENSP00000285588
ENSG00000285589,ENSP00000285589
ENSG00000285590,ENSP00000285590
ENSG00000285591,ENSP00000285591
ENSG00000285592,ENSP00000285592
ENSG00000285593,ENSP00000285593
ENSG00000285594,ENSP00000285594
ENSG00000285595,ENSP00000285595
ENSG00000285596,ENSP00000285596
ENSG00000285597,ENSP00000285597
ENSG00000285598,ENSP00000285598
ENSG00000285599,ENSP00000285599
ENSG00000285600,ENSP00000285600
ENSG00000285601,ENSP00000285601
ENSG00000285602,ENSP00000285602
ENSG00000285603,ENSP00000285603
ENSG00000285604,ENSP00000285604
ENSG00000285605,ENSP00000285605
ENSG00000285606,ENSP00000285606
ENSG00000285607,ENSP00000285607
ENSG00000285608,ENSP00000285608
ENSG00000285609,ENSP00000285609
ENSG00000285610,ENSP00000285610
ENSG00000285611,ENSP00000285611
ENSG00000285612,ENSP00000285612
ENSG00000285613,ENSP00000285613
ENSG00000285614,ENSP00000285614
ENSG00000285615,ENSP00000285615
ENSG00000285616,ENSP00000285616
ENSG00000285618,ENSP00000285618
ENSG00000285619,ENSP00000285619
ENSG00000285620,ENSP00000285620
ENSG00000285621,ENSP00000285621
ENSG00000285622,ENSP00000285622
ENSG00000285623,ENSP00000285623
ENSG00000285624,ENSP00000285624
ENSG00000285625,ENSP00000285625
ENSG00000285626,ENSP00000285626
ENSG00000285627,ENSP00000285627
ENSG00000285628,ENSP00000285628
ENSG00000285629,ENSP00000285629
ENSG00000285630,ENSP00000285630
ENSG00000285631,ENSP00000285631
ENSG00000285632,ENSP00000285632
ENSG00000285633,ENSP00000285633
ENSG00000285634,ENSP00000285634
ENSG00000285635,ENSP00000285635
ENSG00000285636,ENSP00000285636
ENSG00000285637,ENSP00000285637
ENSG00000285638,ENSP00000285638
ENSG00000285639,ENSP00000285639
ENSG00000285640,ENSP00000285640
ENSG00000285641,ENSP00000285641
ENSG00000285642,ENSP00000285642
ENSG00000285643,ENSP00000285643
ENSG00000285644,ENSP00000285644
ENSG00000285645,ENSP00000285645
ENSG00000285646,ENSP00000285646
ENSG00000285647,ENSP00000285647
ENSG00000285648,ENSP00000285648
ENSG00000285649,ENSP00000285649
ENSG00000285650,ENSP00000285650
ENSG00000285651,ENSP00000285651
ENSG00000285652,ENSP00000285652
ENSG00000285653,ENSP00000285653
ENSG00000285654,ENSP00000285654
ENSG00000285655,ENSP00000285655
ENSG00000285656,ENSP00000285656
ENSG00000285657,ENSP00000285657
ENSG00000285658,ENSP00000285658
ENSG00000285659,ENSP00000285659
ENSG00000285660,ENSP00000285660
ENSG00000285661,ENSP00000285661
ENSG00000285662,ENSP00000285662
ENSG00000285663,ENSP00000285663
ENSG00000285664,ENSP00000285664
ENSG00000285665,ENSP00000285665
ENSG00000285666,ENSP00000285666
ENSG00000285667,ENSP00000285667
ENSG00000285668,ENSP00000285668
ENSG00000285669,ENSP00000285669
ENSG00000285670,ENSP00000285670
ENSG00000285671,ENSP00000285671
ENSG00000285672,ENSP00000285672
ENSG00000285673,ENSP00000285673
ENSG00000285674,ENSP00000285674
ENSG00000285675,ENSP00000285675
ENSG00000285676,ENSP00000285676
ENSG00000285677,ENSP00000285677
ENSG00000285679,ENSP00000285679
ENSG00000285680,ENSP00000285680
ENSG00000285681,ENSP00000285681
ENSG00000285683,ENSP00000285683
ENSG00000285684,ENSP00000285684
ENSG00000285685,ENSP00000285685
ENSG00000285686,ENSP00000285686
ENSG00000285687,ENSP00000285687
ENSG00000285688,ENSP00000285688
ENSG00000285689,ENSP00000285689
ENSG00000285690,ENSP00000285690
ENSG00000285691,ENSP00000285691
ENSG00000285692,ENSP00000285692
ENSG00000285693,ENSP00000285693
ENSG00000285694,ENSP00000285694
ENSG00000285695,ENSP00000285695
ENSG00000285696,ENSP00000285696
ENSG00000285697,ENSP00000285697
ENSG00000285698,ENSP00000285698
ENSG00000285699,ENSP00000285699
ENSG00000285700,ENSP00000285700
ENSG00000285701,ENSP00000285701
ENSG00000285702,ENSP00000285702
ENSG00000285703,ENSP00000285703
ENSG00000285704,ENSP00000285704
ENSG00000285705,ENSP00000285705
ENSG00000285706,ENSP00000285706
ENSG00000285707,ENSP00000285707
ENSG00000285708,ENSP00000285708
ENSG00000285709,ENSP00000285709
ENSG00000285710,ENSP00000285710
ENSG00000285711,ENSP00000285711
ENSG00000285712,ENSP00000285712
ENSG00000285713,ENSP00000285713
ENSG00000285714,ENSP00000285714
ENSG00000285715,ENSP00000285715
ENSG00000285716,ENSP00000285716
ENSG00000285717,ENSP00000285717
ENSG00000285718,ENSP00000285718
ENSG00000285719,ENSP00000285719
ENSG00000285720,ENSP00000285720
ENSG00000285722,ENSP00000285722
ENSG00000285723,ENSP00000285723
ENSG00000285724,ENSP00000285724
ENSG00000285725,ENSP00000285725
ENSG00000285726,ENSP00000285726
ENSG00000285727,ENSP00000285727
ENSG00000285728,ENSP00000285728
ENSG00000285729,ENSP00000285729
ENSG00000285730,ENSP00000285730
ENSG00000285731,ENSP00000285731
ENSG00000285732,ENSP00000285732
ENSG00000285733,ENSP00000285733
ENSG00000285734,ENSP00000285734
ENSG00000285735,ENSP00000285735
ENSG00000285736,ENSP00000285736
ENSG00000285737,ENSP00000285737
ENSG00000285738,ENSP00000285738
ENSG00000285739,ENSP00000285739
ENSG00000285740,ENSP00000285740
ENSG00000285741,ENSP00000285741
ENSG00000285742,ENSP00000285742
ENSG00000285743,ENSP00000285743
ENSG00000285744,ENSP00000285744
ENSG00000285745,ENSP00000285745
ENSG00000285746,ENSP00000285746
ENSG00000285747,ENSP00000285747
ENSG00000285748,ENSP00000285748
ENSG00000285749,ENSP00000285749
ENSG00000285750,ENSP00000285750
ENSG00000285751,ENSP00000285751
ENSG00000285752,ENSP00000285752
ENSG00000285753,ENSP00000285753
ENSG00000285754,ENSP00000285754
ENSG00000285755,ENSP00000285755
ENSG00000285756,ENSP00000285756
ENSG00000285758,ENSP00000285758
ENSG00000285759,ENSP00000285759
ENSG00000285760,ENSP00000285760
ENSG00000285761,ENSP00000285761
ENSG00000285762,ENSP00000285762
ENSG00000285763,ENSP00000285763
ENSG00000285764,ENSP00000285764
ENSG00000285765,ENSP00000285765
ENSG00000285766,ENSP00000285766
ENSG00000285768,ENSP00000285768
ENSG00000285769,ENSP00000285769
ENSG00000285770,ENSP00000285770
ENSG00000285771,ENSP00000285771
ENSG00000285772,ENSP00000285772
ENSG00000285773,ENSP00000285773
ENSG00000285774,ENSP00000285774
ENSG00000285775,ENSP00000285775
ENSG00000285776,ENSP00000285776
ENSG00000285777,ENSP00000285777
ENSG00000285778,ENSP00000285778
ENSG00000285779,ENSP00000285779
ENSG00000285780,ENSP00000285780
ENSG00000285781,ENSP00000285781
ENSG00000285782,ENSP00000285782
ENSG00000285783,ENSP00000285783
ENSG00000285784,ENSP00000285784
ENSG00000285785,ENSP00000285785
ENSG00000285786,ENSP00000285786
ENSG00000285788,ENSP00000285788
ENSG00000285789,ENSP00000285789
ENSG00000285790,ENSP00000285790
ENSG00000285791,ENSP00000285791
ENSG00000285792,ENSP00000285792
ENSG00000285793,ENSP00000285793
ENSG00000285794,ENSP00000285794
ENSG00000285796,ENSP00000285796
ENSG00000285797,ENSP00000285797
ENSG00000285798,ENSP00000285798
ENSG00000285799,ENSP00000285799
ENSG00000285800,ENSP00000285800
ENSG00000285801,ENSP00000285801
ENSG00000285802,ENSP00000285802
ENSG00000285803,ENSP00000285803
ENSG00000285804,ENSP00000285804
ENSG00000285805,ENSP00000285805
ENSG00000285806,ENSP00000285806
ENSG00000285807,ENSP00000285807
ENSG00000285808,ENSP00000285808
ENSG00000285809,ENSP00000285809
ENSG00000285810,ENSP00000285810
ENSG00000285811,ENSP00000285811
ENSG00000285812,ENSP00000285812
ENSG00000285813,ENSP00000285813
ENSG00000285814,ENSP00000285814
ENSG00000285815,ENSP00000285815
ENSG00000285816,ENSP00000285816
ENSG00000285817,ENSP00000285817
ENSG00000285818,ENSP00000285818
ENSG00000285819,ENSP00000285819
ENSG00000285820,ENSP00000285820
ENSG00000285821,ENSP00000285821
ENSG00000285822,ENSP00000285822
ENSG00000285823,ENSP00000285823
ENSG00000285824,ENSP00000285824
ENSG00000285825,ENSP00000285825
ENSG00000285826,ENSP00000285826
ENSG00000285827,ENSP00000285827
ENSG00000285829,ENSP00000285829
ENSG00000285830,ENSP00000285830
ENSG00000285831,ENSP00000285831
ENSG00000285833,ENSP00000285833
ENSG00000285834,ENSP00000285834
ENSG00000285835,ENSP00000285835
ENSG00000285836,ENSP00000285836
ENSG00000285837,ENSP00000285837
ENSG00000285838,ENSP00000285838
ENSG00000285839,ENSP00000285839
ENSG00000285840,ENSP00000285840
ENSG00000285841,ENSP00000285841
ENSG00000285842,ENSP00000285842
ENSG00000285843,ENSP00000285843
ENSG00000285844,ENSP00000285844
ENSG00000285845,ENSP00000285845
ENSG00000285846,ENSP00000285846
ENSG00000285847,ENSP00000285847
ENSG00000285848,ENSP00000285848
ENSG00000285849,ENSP00000285849
ENSG00000285850,ENSP00000285850
ENSG00000285851,ENSP00000285851
ENSG00000285852,ENSP00000285852
ENSG00000285853,ENSP00000285853
ENSG00000285854,ENSP00000285854
ENSG00000285855,ENSP00000285855
ENSG00000285856,ENSP00000285856
ENSG00000285857,ENSP00000285857
ENSG00000285858,ENSP00000285858
ENSG00000285859,ENSP00000285859
ENSG00000285860,ENSP00000285860
ENSG00000285861,ENSP00000285861
ENSG00000285862,ENSP00000285862
ENSG00000285863,ENSP00000285863
ENSG00000285864,ENSP00000285864
ENSG00000285865,ENSP00000285865
ENSG00000285866,ENSP00000285866
ENSG00000285867,ENSP00000285867
ENSG00000285868,ENSP00000285868
ENSG00000285869,ENSP00000285869
ENSG00000285870,ENSP00000285870
ENSG00000285871,ENSP00000285871
ENSG00000285872,ENSP00000285872
ENSG00000285873,ENSP00000285873
ENSG00000285876,ENSP00000285876
ENSG00000285877,ENSP00000285877
ENSG00000285878,ENSP00000285878
