protein_id,protein_name,cellular_location,immunogenicity_score,base_score
ENSP00000260033,ENSG00000260033 protein,,0.0,0.0
ENSP00000260034,ENSG00000260034 protein,,0.05,0.0
ENSP00000260035,ENSG00000260035 protein,,0.0,0.0
ENSP00000260036,ENSG00000260036 protein,,0.0,0.0
ENSP00000260037,ENSG00000260037 protein,,0.05,0.0
ENSP00000260038,ENSG00000260038 protein,,0.05,0.0
ENSP00000260041,ENSG00000260041 protein,,0.03,0.0
ENSP00000260042,ENSG00000260042 protein,,0.0,0.0
ENSP00000260046,ENSG00000260046 protein,,0.0,0.0
ENSP00000260047,ENSG00000260047 protein,,0.05,0.0
ENSP00000260048,ENSG00000260048 protein,,0.0,0.0
ENSP00000260051,ENSG00000260051 protein,,0.05,0.0
ENSP00000260052,ENSG00000260052 protein,,0.05,0.0
ENSP00000260053,ENSG00000260053 protein,,0.0,0.0
ENSP00000260057,ENSG00000260057 protein,,0.05,0.0
ENSP00000260058,ENSG00000260058 protein,,0.03,0.0
ENSP00000260059,ENSG00000260059 protein,,0.05,0.0
ENSP00000260060,ENSG00000260060 protein,,0.05,0.0
ENSP00000260062,ENSG00000260062 protein,,0.0,0.0
ENSP00000260063,ENSG00000260063 protein,,0.05,0.0
ENSP00000260064,ENSG00000260064 protein,,0.0,0.0
ENSP00000260066,ENSG00000260066 protein,,0.0,0.0
ENSP00000260067,ENSG00000260067 protein,,0.03,0.0
ENSP00000260068,ENSG00000260068 protein,,0.03,0.0
ENSP00000260070,ENSG00000260070 protein,,0.05,0.0
ENSP00000260071,ENSG00000260071 protein,,0.05,0.0
ENSP00000260072,ENSG00000260072 protein,,0.0,0.0
ENSP00000260073,ENSG00000260073 protein,,0.03,0.0
ENSP00000260075,ENSG00000260075 protein,,0.05,0.0
ENSP00000260077,ENSG00000260077 protein,,0.1,0.0
ENSP00000260078,ENSG00000260078 protein,,0.05,0.0
ENSP00000260081,ENSG00000260081 protein,,0.05,0.0
ENSP00000260082,ENSG00000260082 protein,,0.05,0.0
ENSP00000260083,ENSG00000260083 protein,,0.1,0.0
ENSP00000260084,ENSG00000260084 protein,,0.0,0.0
ENSP00000260086,ENSG00000260086 protein,,0.05,0.0
ENSP00000260087,ENSG00000260087 protein,,0.0,0.0
ENSP00000260088,ENSG00000260088 protein,,0.05,0.0
ENSP00000260089,ENSG00000260089 protein,,0.03,0.0
ENSP00000260090,ENSG00000260090 protein,,0.0,0.0
ENSP00000260091,ENSG00000260091 protein,,0.0,0.0
ENSP00000260092,ENSG00000260092 protein,membrane,0.78,0.75
ENSP00000260093,ENSG00000260093 protein,,0.0,0.0
ENSP00000260094,ENSG00000260094 protein,,0.0,0.0
ENSP00000260095,ENSG00000260095 protein,,0.05,0.0
ENSP00000260096,ENSG00000260096 protein,,0.0,0.0
ENSP00000260097,ENSG00000260097 protein,,0.05,0.0
ENSP00000260100,ENSG00000260100 protein,,0.0,0.0
ENSP00000260101,ENSG00000260101 protein,,0.1,0.0
ENSP00000260102,ENSG00000260102 protein,,0.05,0.0
ENSP00000260103,ENSG00000260103 protein,,0.0,0.0
ENSP00000260104,ENSG00000260104 protein,,0.03,0.0
ENSP00000260105,ENSG00000260105 protein,,0.05,0.0
ENSP00000260107,ENSG00000260107 protein,,0.03,0.0
ENSP00000260108,ENSG00000260108 protein,,0.03,0.0
ENSP00000260109,ENSG00000260109 protein,,0.0,0.0
ENSP00000260111,ENSG00000260111 protein,,0.03,0.0
ENSP00000260112,ENSG00000260112 protein,,0.0,0.0
ENSP00000260113,ENSG00000260113 protein,,0.0,0.0
ENSP00000260115,ENSG00000260115 protein,,0.03,0.0
ENSP00000260118,ENSG00000260118 protein,,0.05,0.0
ENSP00000260120,ENSG00000260120 protein,,0.0,0.0
ENSP00000260121,ENSG00000260121 protein,,0.05,0.0
ENSP00000260122,ENSG00000260122 protein,,0.03,0.0
ENSP00000260123,ENSG00000260123 protein,,0.05,0.0
ENSP00000260125,ENSG00000260125 protein,,0.0,0.0
ENSP00000260126,ENSG00000260126 protein,,0.0,0.0
ENSP00000260128,ENSG00000260128 protein,,0.0,0.0
ENSP00000260131,ENSG00000260131 protein,,0.0,0.0
ENSP00000260132,ENSG00000260132 protein,,0.0,0.0
ENSP00000260133,ENSG00000260133 protein,,0.03,0.0
ENSP00000260134,ENSG00000260134 protein,,0.03,0.0
ENSP00000260135,ENSG00000260135 protein,,0.05,0.0
ENSP00000260136,ENSG00000260136 protein,,0.05,0.0
ENSP00000260137,ENSG00000260137 protein,,0.0,0.0
ENSP00000260139,ENSG00000260139 protein,,0.05,0.0
ENSP00000260141,ENSG00000260141 protein,,0.0,0.0
ENSP00000260142,ENSG00000260142 protein,,0.0,0.0
ENSP00000260144,ENSG00000260144 protein,,0.05,0.0
ENSP00000260145,ENSG00000260145 protein,,0.05,0.0
ENSP00000260146,ENSG00000260146 protein,,0.03,0.0
ENSP00000260147,ENSG00000260147 protein,,0.03,0.0
ENSP00000260148,ENSG00000260148 protein,,0.0,0.0
ENSP00000260151,ENSG00000260151 protein,,0.0,0.0
ENSP00000260152,ENSG00000260152 protein,,0.0,0.0
ENSP00000260153,ENSG00000260153 protein,,0.03,0.0
ENSP00000260156,ENSG00000260156 protein,,0.05,0.0
ENSP00000260157,ENSG00000260157 protein,,0.03,0.0
ENSP00000260158,ENSG00000260158 protein,,0.0,0.0
ENSP00000260159,ENSG00000260159 protein,,0.0,0.0
ENSP00000260160,ENSG00000260160 protein,,0.05,0.0
ENSP00000260161,ENSG00000260161 protein,,0.0,0.0
ENSP00000260162,ENSG00000260162 protein,,0.03,0.0
ENSP00000260163,ENSG00000260163 protein,,0.0,0.0
ENSP00000260165,ENSG00000260165 protein,,0.03,0.0
ENSP00000260166,ENSG00000260166 protein,,0.0,0.0
ENSP00000260167,ENSG00000260167 protein,,0.05,0.0
ENSP00000260170,ENSG00000260170 protein,,0.03,0.0
ENSP00000260171,ENSG00000260171 protein,,0.0,0.0
ENSP00000260172,ENSG00000260172 protein,,0.05,0.0
ENSP00000260173,ENSG00000260173 protein,,0.05,0.0
ENSP00000260174,ENSG00000260174 protein,,0.05,0.0
ENSP00000260176,ENSG00000260176 protein,,0.05,0.0
ENSP00000260177,ENSG00000260177 protein,,0.0,0.0
ENSP00000260179,ENSG00000260179 protein,,0.05,0.0
ENSP00000260182,ENSG00000260182 protein,,0.05,0.0
ENSP00000260183,ENSG00000260183 protein,,0.0,0.0
ENSP00000260184,ENSG00000260184 protein,,0.03,0.0
ENSP00000260185,ENSG00000260185 protein,,0.05,0.0
ENSP00000260186,ENSG00000260186 protein,,0.0,0.0
ENSP00000260187,ENSG00000260187 protein,,0.0,0.0
ENSP00000260188,ENSG00000260188 protein,,0.0,0.0
ENSP00000260190,ENSG00000260190 protein,,0.05,0.0
ENSP00000260192,ENSG00000260192 protein,,0.05,0.0
ENSP00000260193,ENSG00000260193 protein,,0.05,0.0
ENSP00000260194,ENSG00000260194 protein,,0.0,0.0
ENSP00000260196,ENSG00000260196 protein,,0.1,0.0
ENSP00000260197,ENSG00000260197 protein,,0.05,0.0
ENSP00000260198,ENSG00000260198 protein,,0.0,0.0
ENSP00000260201,ENSG00000260201 protein,,0.0,0.0
ENSP00000260202,ENSG00000260202 protein,,0.03,0.0
ENSP00000260205,ENSG00000260205 protein,,0.03,0.0
ENSP00000260206,ENSG00000260206 protein,,0.0,0.0
ENSP00000260207,ENSG00000260207 protein,,0.03,0.0
ENSP00000260209,ENSG00000260209 protein,,0.05,0.0
ENSP00000260211,ENSG00000260211 protein,,0.03,0.0
ENSP00000260212,ENSG00000260212 protein,,0.0,0.0
ENSP00000260213,ENSG00000260213 protein,,0.05,0.0
ENSP00000260217,ENSG00000260217 protein,,0.03,0.0
ENSP00000260218,ENSG00000260218 protein,,0.03,0.0
ENSP00000260219,ENSG00000260219 protein,,0.1,0.0
ENSP00000260220,CCDC187 protein,,0.05,0.0
ENSP00000260223,ENSG00000260223 protein,,0.03,0.0
ENSP00000260224,ENSG00000260224 protein,,0.0,0.0
ENSP00000260228,ENSG00000260228 protein,,0.05,0.0
ENSP00000260229,ENSG00000260229 protein,,0.05,0.0
ENSP00000260230,FRRS1L protein,membrane,0.9600000000000001,0.91
ENSP00000260231,ENSG00000260231 protein,,0.1,0.0
ENSP00000260232,ENSG00000260232 protein,,0.05,0.0
ENSP00000260233,ENSG00000260233 protein,,0.05,0.0
ENSP00000260234,ENSG00000260234 protein,membrane,0.87,0.84
ENSP00000260235,ENSG00000260235 protein,,0.03,0.0
ENSP00000260236,ENSG00000260236 protein,,0.05,0.0
ENSP00000260237,ENSG00000260237 protein,,0.03,0.0
ENSP00000260238,PMF1-BGLAP protein,nucleus,0.49,0.49
ENSP00000260239,ENSG00000260239 protein,,0.0,0.0
ENSP00000260240,ENSG00000260240 protein,,0.0,0.0
ENSP00000260242,ENSG00000260242 protein,,0.03,0.0
ENSP00000260244,ENSG00000260244 protein,,0.03,0.0
ENSP00000260246,ENSG00000260246 protein,,0.0,0.0
ENSP00000260247,ENSG00000260247 protein,,0.0,0.0
ENSP00000260249,ENSG00000260249 protein,,0.05,0.0
ENSP00000260251,ENSG00000260251 protein,,0.03,0.0
ENSP00000260252,ENSG00000260252 protein,,0.05,0.0
ENSP00000260253,ENSG00000260253 protein,,0.0,0.0
ENSP00000260254,ENSG00000260254 protein,,0.0,0.0
ENSP00000260255,ENSG00000260255 protein,,0.03,0.0
ENSP00000260256,ENSG00000260256 protein,,0.0,0.0
ENSP00000260257,ENSG00000260257 protein,,0.1,0.0
ENSP00000260258,ENSG00000260258 protein,,0.0,0.0
ENSP00000260259,ENSG00000260259 protein,,0.05,0.0
ENSP00000260260,ENSG00000260260 protein,,0.1,0.0
ENSP00000260261,ENSG00000260261 protein,,0.1,0.0
ENSP00000260262,ENSG00000260262 protein,,0.0,0.0
ENSP00000260264,ENSG00000260264 protein,,0.03,0.0
ENSP00000260265,ENSG00000260265 protein,,0.1,0.0
ENSP00000260266,ENSG00000260266 protein,,0.05,0.0
ENSP00000260267,ENSG00000260267 protein,,0.1,0.0
ENSP00000260268,ENSG00000260268 protein,,0.03,0.0
ENSP00000260269,ENSG00000260269 protein,,0.05,0.0
ENSP00000260271,ENSG00000260271 protein,,0.0,0.0
ENSP00000260272,ENSG00000260272 protein,,0.03,0.0
ENSP00000260273,ENSG00000260273 protein,,0.05,0.0
ENSP00000260274,ENSG00000260274 protein,,0.05,0.0
ENSP00000260275,ENSG00000260275 protein,,0.03,0.0
ENSP00000260277,ENSG00000260277 protein,,0.05,0.0
ENSP00000260278,ENSG00000260278 protein,,0.05,0.0
ENSP00000260279,ENSG00000260279 protein,,0.05,0.0
ENSP00000260280,ENSG00000260280 protein,,0.0,0.0
ENSP00000260281,ENSG00000260281 protein,,0.05,0.0
ENSP00000260282,ENSG00000260282 protein,,0.0,0.0
ENSP00000260284,ENSG00000260284 protein,,0.05,0.0
ENSP00000260285,ENSG00000260285 protein,,0.1,0.0
ENSP00000260286,ENSG00000260286 protein,,0.0,0.0
ENSP00000260287,TBC1D3G protein,membrane,0.84,0.84
ENSP00000260288,ENSG00000260288 protein,,0.05,0.0
ENSP00000260289,ENSG00000260289 protein,,0.0,0.0
ENSP00000260290,ENSG00000260290 protein,,0.05,0.0
ENSP00000260291,ENSG00000260291 protein,,0.03,0.0
ENSP00000260293,ENSG00000260293 protein,,0.05,0.0
ENSP00000260296,ENSG00000260296 protein,,0.05,0.0
ENSP00000260298,ENSG00000260298 protein,,0.0,0.0
ENSP00000260302,ENSG00000260302 protein,,0.05,0.0
ENSP00000260303,ENSG00000260303 protein,,0.05,0.0
ENSP00000260304,ENSG00000260304 protein,,0.03,0.0
ENSP00000260305,ENSG00000260305 protein,,0.03,0.0
ENSP00000260306,ENSG00000260306 protein,,0.05,0.0
ENSP00000260307,ENSG00000260307 protein,,0.03,0.0
ENSP00000260308,ENSG00000260308 protein,,0.03,0.0
ENSP00000260310,ENSG00000260310 protein,,0.05,0.0
ENSP00000260311,ENSG00000260311 protein,,0.03,0.0
ENSP00000260312,ENSG00000260312 protein,,0.03,0.0
ENSP00000260314,MRC1 protein,membrane,1.0,0.87
ENSP00000260316,ENSG00000260316 protein,,0.05,0.0
ENSP00000260317,ENSG00000260317 protein,,0.1,0.0
ENSP00000260318,ENSG00000260318 protein,,0.05,0.0
ENSP00000260322,ENSG00000260322 protein,,0.03,0.0
ENSP00000260325,HSPB9 protein,nucleus,0.54,0.49
ENSP00000260326,ENSG00000260326 protein,,0.05,0.0
ENSP00000260327,ENSG00000260327 protein,,0.03,0.0
ENSP00000260328,ENSG00000260328 protein,,0.05,0.0
ENSP00000260329,ENSG00000260329 protein,,0.05,0.0
ENSP00000260331,ENSG00000260331 protein,,0.05,0.0
ENSP00000260332,ENSG00000260332 protein,,0.03,0.0
ENSP00000260335,ENSG00000260335 protein,,0.0,0.0
ENSP00000260337,ENSG00000260337 protein,,0.05,0.0
ENSP00000260338,ENSG00000260338 protein,,0.0,0.0
ENSP00000260339,ENSG00000260339 protein,,0.05,0.0
ENSP00000260340,ENSG00000260340 protein,,0.0,0.0
ENSP00000260341,ENSG00000260341 protein,,0.03,0.0
ENSP00000260342,ENSG00000260342 protein,membrane,0.89,0.86
ENSP00000260343,ENSG00000260343 protein,,0.0,0.0
ENSP00000260344,ENSG00000260344 protein,,0.03,0.0
ENSP00000260345,ENSG00000260345 protein,,0.05,0.0
ENSP00000260347,ENSG00000260347 protein,,0.0,0.0
ENSP00000260348,ENSG00000260348 protein,,0.03,0.0
ENSP00000260349,ENSG00000260349 protein,,0.03,0.0
ENSP00000260350,ENSG00000260350 protein,,0.0,0.0
ENSP00000260351,ENSG00000260351 protein,,0.0,0.0
ENSP00000260352,ENSG00000260352 protein,,0.05,0.0
ENSP00000260357,ENSG00000260357 protein,,0.0,0.0
ENSP00000260360,ENSG00000260360 protein,,0.05,0.0
ENSP00000260361,ENSG00000260361 protein,,0.05,0.0
ENSP00000260362,ENSG00000260362 protein,,0.05,0.0
ENSP00000260364,ENSG00000260364 protein,,0.0,0.0
ENSP00000260366,ENSG00000260366 protein,,0.0,0.0
ENSP00000260367,ENSG00000260367 protein,,0.05,0.0
ENSP00000260368,ENSG00000260368 protein,,0.05,0.0
ENSP00000260369,ENSG00000260369 protein,,0.05,0.0
ENSP00000260370,ENSG00000260370 protein,,0.0,0.0
ENSP00000260371,ENSG00000260371 protein,membrane,0.78,0.75
ENSP00000260372,AQP4-AS1 protein,nucleus,0.51,0.46
ENSP00000260375,ENSG00000260375 protein,,0.0,0.0
ENSP00000260377,ENSG00000260377 protein,,0.05,0.0
ENSP00000260378,ENSG00000260378 protein,,0.03,0.0
ENSP00000260379,ENSG00000260379 protein,,0.0,0.0
ENSP00000260381,ENSG00000260381 protein,,0.0,0.0
ENSP00000260382,ENSG00000260382 protein,,0.05,0.0
ENSP00000260385,ENSG00000260385 protein,,0.0,0.0
ENSP00000260386,ENSG00000260386 protein,,0.05,0.0
ENSP00000260387,ENSG00000260387 protein,,0.03,0.0
ENSP00000260388,ENSG00000260388 protein,,0.05,0.0
ENSP00000260389,ENSG00000260389 protein,,0.05,0.0
ENSP00000260390,ENSG00000260390 protein,,0.05,0.0
ENSP00000260391,ENSG00000260391 protein,,0.03,0.0
ENSP00000260392,ENSG00000260392 protein,,0.0,0.0
ENSP00000260393,ENSG00000260393 protein,,0.03,0.0
ENSP00000260394,ENSG00000260394 protein,,0.05,0.0
ENSP00000260395,ENSG00000260395 protein,,0.0,0.0
ENSP00000260398,ENSG00000260398 protein,,0.05,0.0
ENSP00000260399,ENSG00000260399 protein,,0.03,0.0
ENSP00000260400,ENSG00000260400 protein,,0.05,0.0
ENSP00000260401,ENSG00000260401 protein,,0.03,0.0
ENSP00000260402,ENSG00000260402 protein,,0.03,0.0
ENSP00000260403,ENSG00000260403 protein,,0.0,0.0
ENSP00000260404,ENSG00000260404 protein,,0.1,0.0
ENSP00000260405,ENSG00000260405 protein,,0.0,0.0
ENSP00000260406,ENSG00000260406 protein,,0.03,0.0
ENSP00000260409,ENSG00000260409 protein,,0.05,0.0
ENSP00000260410,ENSG00000260410 protein,,0.0,0.0
ENSP00000260412,ENSG00000260412 protein,,0.05,0.0
ENSP00000260413,ENSG00000260413 protein,,0.03,0.0
ENSP00000260414,ENSG00000260414 protein,,0.03,0.0
ENSP00000260416,ENSG00000260416 protein,,0.0,0.0
ENSP00000260417,ENSG00000260417 protein,,0.0,0.0
ENSP00000260418,ENSG00000260418 protein,,0.1,0.0
ENSP00000260419,ENSG00000260419 protein,,0.03,0.0
ENSP00000260420,ENSG00000260420 protein,,0.0,0.0
ENSP00000260422,ENSG00000260422 protein,,0.03,0.0
ENSP00000260423,ENSG00000260423 protein,,0.05,0.0
ENSP00000260425,ENSG00000260425 protein,,0.05,0.0
ENSP00000260426,ENSG00000260426 protein,,0.0,0.0
ENSP00000260427,ENSG00000260427 protein,,0.0,0.0
ENSP00000260428,SCX protein,nucleus,0.51,0.46
ENSP00000260430,ENSG00000260430 protein,,0.05,0.0
ENSP00000260431,ENSG00000260431 protein,,0.0,0.0
ENSP00000260433,ENSG00000260433 protein,,0.0,0.0
ENSP00000260436,ENSG00000260436 protein,,0.0,0.0
ENSP00000260438,ENSG00000260438 protein,,0.03,0.0
ENSP00000260439,ENSG00000260439 protein,,0.05,0.0
ENSP00000260440,ENSG00000260440 protein,,0.0,0.0
ENSP00000260441,ENSG00000260441 protein,,0.0,0.0
ENSP00000260442,ENSG00000260442 protein,,0.05,0.0
ENSP00000260443,ENSG00000260443 protein,,0.0,0.0
ENSP00000260444,ENSG00000260444 protein,,0.03,0.0
ENSP00000260445,ENSG00000260445 protein,,0.0,0.0
ENSP00000260447,ENSG00000260447 protein,,0.05,0.0
ENSP00000260448,ENSG00000260448 protein,,0.05,0.0
ENSP00000260450,ENSG00000260450 protein,,0.03,0.0
ENSP00000260451,ENSG00000260451 protein,,0.0,0.0
ENSP00000260452,ENSG00000260452 protein,,0.0,0.0
ENSP00000260454,ENSG00000260454 protein,,0.0,0.0
ENSP00000260455,ENSG00000260455 protein,,0.05,0.0
ENSP00000260456,ENSG00000260456 protein,,0.05,0.0
ENSP00000260457,ENSG00000260457 protein,,0.03,0.0
ENSP00000260458,KCNJ18 protein,membrane,0.86,0.86
ENSP00000260459,ENSG00000260459 protein,,0.1,0.0
ENSP00000260460,ENSG00000260460 protein,,0.0,0.0
ENSP00000260461,ENSG00000260461 protein,,0.05,0.0
ENSP00000260464,ENSG00000260464 protein,,0.05,0.0
ENSP00000260465,ENSG00000260465 protein,,0.03,0.0
ENSP00000260466,ENSG00000260466 protein,,0.0,0.0
ENSP00000260467,ENSG00000260467 protein,,0.05,0.0
ENSP00000260468,ENSG00000260468 protein,,0.05,0.0
ENSP00000260469,ENSG00000260469 protein,,0.0,0.0
ENSP00000260470,ENSG00000260470 protein,,0.0,0.0
ENSP00000260471,ENSG00000260471 protein,,0.0,0.0
ENSP00000260472,ENSG00000260472 protein,,0.0,0.0
ENSP00000260473,ENSG00000260473 protein,,0.05,0.0
ENSP00000260475,ENSG00000260475 protein,,0.05,0.0
ENSP00000260476,ENSG00000260476 protein,,0.05,0.0
ENSP00000260477,ENSG00000260477 protein,,0.03,0.0
ENSP00000260478,ENSG00000260478 protein,,0.03,0.0
ENSP00000260479,ENSG00000260479 protein,,0.0,0.0
ENSP00000260480,ENSG00000260480 protein,,0.03,0.0
ENSP00000260482,ENSG00000260482 protein,,0.03,0.0
ENSP00000260483,ENSG00000260483 protein,,0.03,0.0
ENSP00000260484,ENSG00000260484 protein,,0.0,0.0
ENSP00000260487,ENSG00000260487 protein,,0.05,0.0
ENSP00000260488,ENSG00000260488 protein,,0.0,0.0
ENSP00000260490,ENSG00000260490 protein,,0.05,0.0
ENSP00000260492,ENSG00000260492 protein,,0.0,0.0
ENSP00000260493,ENSG00000260493 protein,,0.05,0.0
ENSP00000260494,ENSG00000260494 protein,,0.05,0.0
ENSP00000260495,ENSG00000260495 protein,,0.05,0.0
ENSP00000260496,ENSG00000260496 protein,,0.05,0.0
ENSP00000260497,ENSG00000260497 protein,,0.03,0.0
ENSP00000260498,ENSG00000260498 protein,,0.05,0.0
ENSP00000260500,ENSG00000260500 protein,,0.05,0.0
ENSP00000260504,ENSG00000260504 protein,,0.0,0.0
ENSP00000260505,ENSG00000260505 protein,,0.0,0.0
ENSP00000260507,ENSG00000260507 protein,,0.0,0.0
ENSP00000260509,ENSG00000260509 protein,,0.0,0.0
ENSP00000260510,ENSG00000260510 protein,,0.05,0.0
ENSP00000260511,ENSG00000260511 protein,,0.0,0.0
ENSP00000260514,ENSG00000260514 protein,,0.0,0.0
ENSP00000260515,ENSG00000260515 protein,,0.0,0.0
ENSP00000260516,ENSG00000260516 protein,,0.03,0.0
ENSP00000260517,ENSG00000260517 protein,,0.05,0.0
ENSP00000260518,ENSG00000260518 protein,,0.05,0.0
ENSP00000260519,ENSG00000260519 protein,,0.05,0.0
ENSP00000260520,ENSG00000260520 protein,,0.0,0.0
ENSP00000260522,ENSG00000260522 protein,,0.03,0.0
ENSP00000260524,ENSG00000260524 protein,,0.03,0.0
ENSP00000260525,ENSG00000260525 protein,,0.03,0.0
ENSP00000260526,ENSG00000260526 protein,,0.05,0.0
ENSP00000260528,ENSG00000260528 protein,,0.05,0.0
ENSP00000260530,ENSG00000260530 protein,,0.05,0.0
ENSP00000260532,ENSG00000260532 protein,,0.0,0.0
ENSP00000260534,ENSG00000260534 protein,,0.03,0.0
ENSP00000260536,ENSG00000260536 protein,,0.05,0.0
ENSP00000260537,ENSG00000260537 protein,,0.03,0.0
ENSP00000260540,ENSG00000260540 protein,,0.03,0.0
ENSP00000260541,ENSG00000260541 protein,,0.05,0.0
ENSP00000260542,ENSG00000260542 protein,,0.0,0.0
ENSP00000260545,ENSG00000260545 protein,,0.05,0.0
ENSP00000260549,ENSG00000260549 protein,,0.1,0.0
ENSP00000260550,ENSG00000260550 protein,,0.0,0.0
ENSP00000260551,ENSG00000260551 protein,,0.0,0.0
ENSP00000260552,ENSG00000260552 protein,,0.05,0.0
ENSP00000260555,ENSG00000260555 protein,,0.05,0.0
ENSP00000260558,ENSG00000260558 protein,,0.05,0.0
ENSP00000260563,ENSG00000260563 protein,,0.1,0.0
ENSP00000260564,ENSG00000260564 protein,,0.03,0.0
ENSP00000260565,ENSG00000260565 protein,,0.1,0.0
ENSP00000260566,ENSG00000260566 protein,,0.03,0.0
ENSP00000260568,ENSG00000260568 protein,,0.03,0.0
ENSP00000260569,ENSG00000260569 protein,,0.03,0.0
ENSP00000260570,ENSG00000260570 protein,,0.03,0.0
ENSP00000260571,ENSG00000260571 protein,,0.05,0.0
ENSP00000260572,ENSG00000260572 protein,,0.05,0.0
ENSP00000260573,ENSG00000260573 protein,,0.1,0.0
ENSP00000260574,ENSG00000260574 protein,,0.0,0.0
ENSP00000260575,ENSG00000260575 protein,,0.03,0.0
ENSP00000260576,ENSG00000260576 protein,,0.0,0.0
ENSP00000260577,ENSG00000260577 protein,,0.05,0.0
ENSP00000260578,ENSG00000260578 protein,,0.05,0.0
ENSP00000260579,ENSG00000260579 protein,,0.03,0.0
ENSP00000260580,ENSG00000260580 protein,,0.0,0.0
ENSP00000260581,ENSG00000260581 protein,,0.05,0.0
ENSP00000260582,ENSG00000260582 protein,,0.0,0.0
ENSP00000260583,ENSG00000260583 protein,,0.05,0.0
ENSP00000260584,ENSG00000260584 protein,,0.03,0.0
ENSP00000260585,ENSG00000260585 protein,,0.0,0.0
ENSP00000260586,ENSG00000260586 protein,,0.05,0.0
ENSP00000260588,ENSG00000260588 protein,,0.05,0.0
ENSP00000260589,ENSG00000260589 protein,,0.05,0.0
ENSP00000260590,ENSG00000260590 protein,,0.03,0.0
ENSP00000260592,ENSG00000260592 protein,,0.05,0.0
ENSP00000260593,ENSG00000260593 protein,,0.05,0.0
ENSP00000260594,ENSG00000260594 protein,,0.0,0.0
ENSP00000260595,ENSG00000260595 protein,,0.03,0.0
ENSP00000260596,DUX4 protein,nucleus,0.43000000000000005,0.4
ENSP00000260597,ENSG00000260597 protein,,0.05,0.0
ENSP00000260598,ENSG00000260598 protein,,0.03,0.0
ENSP00000260599,ENSG00000260599 protein,,0.0,0.0
ENSP00000260600,ENSG00000260600 protein,,0.0,0.0
ENSP00000260601,ENSG00000260601 protein,,0.0,0.0
ENSP00000260602,ENSG00000260602 protein,,0.0,0.0
ENSP00000260604,ENSG00000260604 protein,,0.05,0.0
ENSP00000260605,ENSG00000260605 protein,,0.0,0.0
ENSP00000260608,ENSG00000260608 protein,,0.05,0.0
ENSP00000260610,ENSG00000260610 protein,,0.03,0.0
ENSP00000260611,ENSG00000260611 protein,,0.0,0.0
ENSP00000260612,ENSG00000260612 protein,,0.0,0.0
ENSP00000260613,ENSG00000260613 protein,,0.0,0.0
ENSP00000260615,ENSG00000260615 protein,,0.05,0.0
ENSP00000260616,ENSG00000260616 protein,,0.0,0.0
ENSP00000260617,ENSG00000260617 protein,,0.0,0.0
ENSP00000260618,ENSG00000260618 protein,,0.05,0.0
ENSP00000260619,ENSG00000260619 protein,,0.05,0.0
ENSP00000260620,ENSG00000260620 protein,,0.0,0.0
ENSP00000260621,ENSG00000260621 protein,,0.03,0.0
ENSP00000260622,ENSG00000260622 protein,,0.03,0.0
ENSP00000260624,ENSG00000260624 protein,,0.0,0.0
ENSP00000260625,ENSG00000260625 protein,,0.05,0.0
ENSP00000260626,ENSG00000260626 protein,,0.03,0.0
ENSP00000260628,ENSG00000260628 protein,,0.05,0.0
ENSP00000260629,ENSG00000260629 protein,,0.03,0.0
ENSP00000260630,ENSG00000260630 protein,,0.05,0.0
ENSP00000260631,ENSG00000260631 protein,,0.03,0.0
ENSP00000260633,ENSG00000260633 protein,,0.05,0.0
ENSP00000260634,ENSG00000260634 protein,,0.0,0.0
ENSP00000260635,ENSG00000260635 protein,,0.05,0.0
ENSP00000260639,ENSG00000260639 protein,,0.03,0.0
ENSP00000260640,ENSG00000260640 protein,,0.03,0.0
ENSP00000260641,ENSG00000260641 protein,,0.05,0.0
ENSP00000260642,ENSG00000260642 protein,,0.03,0.0
ENSP00000260643,ENSG00000260643 protein,mitochondria,0.3,0.25
ENSP00000260644,ENSG00000260644 protein,,0.0,0.0
ENSP00000260645,ENSG00000260645 protein,,0.05,0.0
ENSP00000260646,ENSG00000260646 protein,,0.05,0.0
ENSP00000260647,ENSG00000260647 protein,,0.05,0.0
ENSP00000260648,ENSG00000260648 protein,,0.0,0.0
ENSP00000260649,ENSG00000260649 protein,,0.03,0.0
ENSP00000260650,ENSG00000260650 protein,,0.0,0.0
ENSP00000260651,ENSG00000260651 protein,,0.05,0.0
ENSP00000260653,ENSG00000260653 protein,,0.05,0.0
ENSP00000260657,ENSG00000260657 protein,,0.05,0.0
ENSP00000260658,ENSG00000260658 protein,,0.05,0.0
ENSP00000260659,ENSG00000260659 protein,,0.03,0.0
ENSP00000260660,ENSG00000260660 protein,,0.0,0.0
ENSP00000260661,ENSG00000260661 protein,,0.05,0.0
ENSP00000260662,ENSG00000260662 protein,,0.03,0.0
ENSP00000260664,ENSG00000260664 protein,,0.0,0.0
ENSP00000260668,ENSG00000260668 protein,,0.05,0.0
ENSP00000260669,ENSG00000260669 protein,,0.05,0.0
ENSP00000260670,ENSG00000260670 protein,,0.03,0.0
ENSP00000260671,ENSG00000260671 protein,,0.05,0.0
ENSP00000260672,ENSG00000260672 protein,,0.05,0.0
ENSP00000260673,ENSG00000260673 protein,,0.0,0.0
ENSP00000260674,ENSG00000260674 protein,,0.03,0.0
ENSP00000260675,ENSG00000260675 protein,,0.0,0.0
ENSP00000260676,ENSG00000260676 protein,,0.03,0.0
